name,slide_mean,slide_std,patient_mean,patient_std,n_folds
EarlyEnsemble_Fusion_Smart_ABMIL_VirchowMidnight_p1000_bs32_binary_one_hot,0.6531069470842549,0.05711609718544223,0.6531069470842549,0.05711609718544223,5
Fusion_Naive_TransMIL_UNI_p100_bs32_binary_label_enc,0.6498109870759393,0.03908952280997889,0.6498109870759393,0.03908952280997889,5
Fusion_Naive_ABMIL_Midnight_p4000_bsFull_binary_one_hot,0.6297545079234095,0.07406135010143686,0.6297545079234095,0.07406135010143686,5
Fusion_Naive_ABMIL_Midnight_p1000_bs32_original_label_enc,0.6452846571317599,0.08130441137189603,0.6452846571317599,0.08130441137189603,5
Fusion_Naive_ABMIL_Virchow_p100_bsFull_binary_one_hot,0.6633037633925142,0.05550916280533665,0.6633037633925142,0.05550916280533665,5
Fusion_Smart_TransMIL_Virchow_p4000_bsFull_original_label_enc,0.62273150976552,0.03821505168647697,0.62273150976552,0.03821505168647697,5
EarlyEnsemble_Fusion_Naive_ABMIL_VirchowMidnight_p1000_bs32_binary_one_hot,0.6492053769226667,0.047966327401169656,0.6492053769226667,0.047966327401169656,5
Fusion_Smart_MeanMIL_UNI_p1000_bsFull_original_label_enc,0.6601482189562511,0.03412562337372461,0.6601482189562511,0.03412562337372461,5
Fusion_Naive_ABMIL_Virchow_p1000_bsFull_original_label_enc,0.6608292606808028,0.04517765163386799,0.6608292606808028,0.04517765163386799,5
SampleEff_100pct_WSI_MeanMIL_Virchow_p1000_bsFull_original,0.6376970536262621,0.056462473234400165,0.6376970536262621,0.056462473234400165,5
Fusion_Naive_ABMIL_UNI_p1000_bs32_binary_one_hot,0.6621206338174445,0.04569010872928198,0.6621206338174445,0.04569010872928198,5
Fusion_Smart_TransMIL_Virchow_p1000_bs32_original_one_hot,0.649176006895449,0.053562108311237415,0.649176006895449,0.053562108311237415,5
WSI_TransMIL_Virchow_p100_bsFull_binary_None,0.6457751403301328,0.04582312024920729,0.6457751403301328,0.04582312024920729,5
EarlyEnsemble_WSI_MeanMIL_VirchowMidnight_p4000_bsFull_binary_None,0.6442150703105186,0.05510674371726806,0.6442150703105186,0.05510674371726806,5
